Incident ID,Year,State,City Or County,Victims Killed,Victims Injured
1776905,2020,South Carolina,Hilton Head Island,0,4
1777400,2020,Pennsylvania,Philadelphia,0,4
1776189,2020,Virginia,Norfolk,0,5
1775249,2020,New York,Rochester,0,4
1774123,2020,Michigan,Detroit,0,4
1773194,2020,California,Sacramento,1,3
1774138,2020,Florida,West Palm Beach,0,4
1773996,2020,Virginia,Richmond,1,4
1772623,2020,Arkansas,Pine Bluff,0,7
1772513,2020,New York,Brooklyn,1,3
1772934,2020,Colorado,Pueblo,0,6
1772680,2020,Tennessee,Somerville,1,4
1772438,2020,Illinois,Champaign,0,4
1773006,2020,Illinois,Chicago,0,4
1772764,2020,Illinois,Rockford,1,3
1772174,2020,Alabama,Bessemer (Hueytown),1,3
1769444,2020,Pennsylvania,Philadelphia,0,4
1769489,2020,Illinois,Chicago,0,6
1768125,2020,Pennsylvania,Philadelphia,1,4
1767851,2020,New York,Corona (Queens),0,4
1767747,2020,Illinois,Rockford,0,4
1768683,2020,Ohio,Cleveland,0,5
1766574,2020,New York,Brooklyn,0,4
1767402,2020,Texas,Dayton,3,2
1765658,2020,Kentucky,Lexington,1,3
1765624,2020,Ohio,Cincinnati,1,3
1765636,2020,Ohio,Cincinnati,2,9
1766423,2020,Ohio,Cincinnati,1,3
1766380,2020,Colorado,Denver,2,4
1765920,2020,Oklahoma,Oklahoma City,0,4
1765336,2020,Michigan,Belleville,4,0
1765499,2020,Pennsylvania,Philadelphia,0,5
1765890,2020,New York,Rochester,0,5
1765705,2020,Connecticut,New Haven,1,5
1764756,2020,Alabama,Troy,2,3
1764619,2020,New York,New York (Manhattan),0,4
1762951,2020,New Jersey,Newark,1,4
1762997,2020,Ohio,Dayton,1,3
1761557,2020,California,Torrance,0,5
1759873,2020,Colorado,Denver,0,9
1759779,2020,Ohio,Toledo,0,6
1758966,2020,District of Columbia,Washington,1,21
1760207,2020,Mississippi,Jackson,0,4
1760261,2020,Texas,Houston,0,4
1759425,2020,Kentucky,Paducah,1,3
1759237,2020,Alabama,Birmingham,1,5
1758838,2020,Pennsylvania,Philadelphia,0,6
1759439,2020,Massachusetts,Brockton,0,5
1758774,2020,New York,Albany,1,3
1757380,2020,California,Oakland,1,3
1756248,2020,Illinois,Chicago,0,4
1755566,2020,Wisconsin,Madison,0,4
1755297,2020,District of Columbia,Washington,0,4
1754613,2020,California,Beverly Hills,1,4
1754640,2020,Missouri,Saint Louis,1,3
1754672,2020,Connecticut,Hartford,1,5
1754363,2020,New York,Bronx,0,4
1753320,2020,Pennsylvania,Philadelphia,0,4
1753561,2020,New Jersey,Newark,0,5
1752100,2020,Illinois,Chicago,1,4
1753235,2020,Texas,Pointblank,2,3
1751949,2020,Colorado,Denver,1,4
1752790,2020,Alabama,Montgomery,0,4
1752019,2020,Pennsylvania,Philadelphia,1,3
1750611,2020,Florida,Tampa,0,5
1750548,2020,Florida,Miami Gardens,0,5
1750250,2020,Michigan,Detroit,0,4
1749873,2020,Ohio,Elyria,4,0
1749746,2020,Missouri,Saint Louis,3,2
1749281,2020,Delaware,Wilmington,2,2
1749535,2020,Wisconsin,Milwaukee,0,4
1748134,2020,Washington,Federal Way,1,3
1747700,2020,Illinois,Chicago,1,4
1746658,2020,Texas,Mount Enterprise,0,4
1746441,2020,Michigan,Flint,1,3
1746282,2020,Kentucky,Louisville,1,3
1746417,2020,Colorado,Commerce City,1,3
1748023,2020,Arkansas,Magnolia,0,4
1746582,2020,Michigan,Flint,0,6
1745903,2020,North Carolina,Raleigh,0,4
1746160,2020,Florida,Miami,1,3
1746430,2020,Colorado,Denver,2,3
1746674,2020,Texas,Dallas,0,4
1745737,2020,California,Manteca,0,7
1744407,2020,Georgia,Atlanta,2,2
1743168,2020,Virginia,Fairfield,1,3
1743488,2020,Virginia,Petersburg,0,4
1744332,2020,Illinois,Chicago,2,4
1743108,2020,Michigan,Warren,0,4
1741838,2020,Illinois,Chicago,0,15
1740533,2020,Virginia,Richmond,1,4
1740615,2020,Illinois,Chicago,0,5
1739920,2020,Michigan,Detroit,1,3
1739571,2020,Nebraska,Omaha,0,8
1740013,2020,Illinois,Chicago,2,3
1739434,2020,Illinois,Peoria,0,13
1739658,2020,District of Columbia,Washington,1,8
1739917,2020,Michigan,Detroit,4,0
1738635,2020,Illinois,Chicago,1,4
1739097,2020,Ohio,Columbus,0,4
1739413,2020,Florida,Madison,0,4
1736508,2020,Tennessee,Nashville,0,5
1736383,2020,Louisiana,Shreveport,1,3
1735326,2020,New York,Brooklyn,1,5
1735573,2020,Missouri,Saint Joseph,0,5
1735470,2020,North Carolina,Durham,0,8
1733702,2020,New York,Brooklyn,0,6
1734064,2020,Kentucky,Louisville,1,3
1734058,2020,Washington,Kent,0,6
1732993,2020,New York,Brooklyn,1,3
1732485,2020,Louisiana,Baton Rouge,1,7
1732688,2020,Michigan,Lansing,0,5
1732365,2020,Florida,Fort Lauderdale,2,2
1733188,2020,Illinois,Chicago,1,3
1732229,2020,Illinois,Chicago,1,4
1732532,2020,Mississippi,Como,2,4
1731349,2020,New York,Rochester,0,6
1732321,2020,Delaware,Wilmington,0,5
1727743,2020,Virginia,Alexandria,0,5
1728683,2020,New Jersey,Paterson,4,3
1727567,2020,Illinois,Chicago,0,6
1725108,2020,South Carolina,Greenville,2,8
1725883,2020,Illinois,Chicago,0,4
1725802,2020,Iowa,Davenport,1,3
1725167,2020,New York,New York (Manhattan),0,5
1726770,2020,Arkansas,Helena,1,3
1725690,2020,Georgia,Atlanta,2,13
1725946,2020,Missouri,Columbia,2,3
1725379,2020,Wisconsin,Milwaukee,0,4
1726446,2020,Texas,Houston,0,4
1725327,2020,Maryland,Cambridge,0,4
1725145,2020,Illinois,Chicago,1,5
1725635,2020,Pennsylvania,Ephrata,0,4
1726034,2020,Illinois,Freeport,1,5
1727515,2020,Mississippi,Greenville,0,4
1725571,2020,Michigan,Detroit,2,4
1725025,2020,Maryland,Temple Hills (Marlow Heights),1,3
1725670,2020,Georgia,Atlanta,0,5
1724231,2020,Michigan,Detroit,2,3
1725735,2020,South Carolina,Barnwell,0,5
1725098,2020,Illinois,Chicago,1,3
1725081,2020,Illinois,Chicago,4,4
1725407,2020,Massachusetts,Lynn,1,4
1724219,2020,Mississippi,Jackson,1,3
1724887,2020,Louisiana,Baton Rouge,0,4
1723897,2020,Alabama,Birmingham (Hoover),1,3
1724273,2020,Maryland,Baltimore,0,4
1723184,2020,California,Delano,2,3
1723352,2020,Massachusetts,Somerville,0,4
1722839,2020,New Jersey,Paterson,1,4
1722142,2020,California,Oakland,0,4
1729506,2020,Louisiana,Lake Charles,0,4
1721964,2020,Iowa,Davenport,0,5
1720781,2020,Georgia,Atlanta,1,4
1721669,2020,Massachusetts,Boston,1,3
1720761,2020,Illinois,Chicago,0,4
1721572,2020,Ohio,Dayton,0,4
1722317,2020,Arkansas,Greenbrier,0,4
1720834,2020,California,Sylmar,0,4
1720655,2020,South Dakota,Sioux Falls,1,3
1719693,2020,Pennsylvania,Philadelphia,2,2
1719668,2020,Alabama,Akron,0,7
1718966,2020,Illinois,Chicago,2,2
1718847,2020,California,Red Bluff,2,4
1718463,2020,Illinois,Peoria,0,4
1718238,2020,New York,Brooklyn,0,4
1719645,2020,Arkansas,Blytheville,3,1
1717828,2020,Colorado,Aurora,0,5
1718292,2020,California,Fresno,0,4
1717173,2020,Arizona,Phoenix,0,4
1717543,2020,Pennsylvania,Philadelphia,0,4
1716944,2020,Connecticut,Bridgeport,1,3
1715616,2020,Tennessee,Jackson,0,4
1714504,2020,Illinois,Chicago,0,4
1715231,2020,Florida,Lake Worth,0,5
1712342,2020,North Carolina,Charlotte,4,5
1713075,2020,California,San Francisco,0,5
1713790,2020,New York,Brooklyn,0,5
1712876,2020,Minnesota,Minneapolis,0,4
1712898,2020,Minnesota,Minneapolis,0,4
1712408,2020,Illinois,Chicago,0,5
1712386,2020,Illinois,Chicago,0,4
1713668,2020,Ohio,Columbus,1,4
1711747,2020,New York,Buffalo,0,4
1711626,2020,Texas,Austin,0,5
1711410,2020,Minnesota,Minneapolis,0,11
1711690,2020,Alabama,Auburn,0,4
1713493,2020,Texas,Corpus Christi,1,3
1711605,2020,Wisconsin,Milwaukee,0,5
1711487,2020,Illinois,Chicago,1,3
1710537,2020,New York,Bronx,0,4
1711285,2020,New York,Syracuse,1,8
1711876,2020,Michigan,Detroit,0,4
1711272,2020,Michigan,Saginaw,1,3
1710849,2020,Wisconsin,Janesville,0,5
1710920,2020,North Carolina,Pinetops,2,2
1710680,2020,New Jersey,Jersey City,1,4
1711397,2020,Kansas,Wichita,0,5
1711134,2020,New York,Bronx,0,4
1708889,2020,New York,Albany,0,7
1708432,2020,Illinois,Chicago,0,4
1706994,2020,Iowa,Fort Dodge,2,2
1706710,2020,Illinois,Chicago,0,4
1704879,2020,Minnesota,Minneapolis,1,6
1704862,2020,Kentucky,Louisville,1,4
1704873,2020,Louisiana,Lafayette,0,5
1705050,2020,Louisiana,Lake Charles,0,4
1705346,2020,Louisiana,New Orleans,2,2
1705355,2020,Arkansas,Rison,0,4
1705440,2020,California,Hesperia,0,5
1704116,2020,Missouri,Saint Louis,2,4
1704176,2020,Maryland,Baltimore,0,5
1704580,2020,Georgia,Atlanta,2,5
1704727,2020,District of Columbia,Washington,2,5
1704415,2020,New York,Wyandanch,1,7
1703509,2020,Pennsylvania,Philadelphia,0,6
1704217,2020,New York,Bronx,1,3
1703985,2020,Texas,San Antonio,0,8
1702276,2020,Virginia,Richmond,0,4
1702172,2020,District of Columbia,Washington,0,7
1703044,2020,Louisiana,Monroe,5,0
1703055,2020,Texas,Houston,2,4
1701714,2020,California,Paso Robles,1,4
1702372,2020,California,Sacramento,1,4
1701382,2020,Ohio,Toledo,1,3
1700864,2020,North Carolina,Scotland Neck,0,5
1701426,2020,Pennsylvania,Philadelphia,1,6
1701491,2020,California,Vallejo,2,3
1700371,2020,New York,Brooklyn,0,4
1700250,2020,Tennessee,Memphis,0,4
1699193,2020,Tennessee,Dyersburg,0,5
1699577,2020,Arkansas,Hope,0,5
1700234,2020,Illinois,Robbins,1,3
1699211,2020,Missouri,Sikeston,2,7
1698987,2020,Illinois,Chicago,1,3
1699667,2020,Illinois,Chicago,0,6
1698868,2020,California,Sacramento,1,4
1698306,2020,Missouri,Kansas City,1,4
1700812,2020,Mississippi,Drew,0,5
1698276,2020,Ohio,Ironton,0,4
1697541,2020,Colorado,Denver,0,4
1697453,2020,Alabama,Valhermoso Springs,7,0
1695998,2020,Texas,Dallas,1,3
1695586,2020,Wisconsin,Racine,0,5
1695645,2020,Illinois,Chicago,0,4
1694735,2020,Missouri,Saint Louis,0,4
1693340,2020,Mississippi,Gulfport,1,5
1693580,2020,Pennsylvania,Philadelphia,0,4
1692513,2020,New Jersey,Paterson,0,4
1692912,2020,District of Columbia,Washington,0,4
1693064,2020,Texas,Houston,1,4
1693246,2020,Florida,Altha,1,4
1692496,2020,North Carolina,Gastonia,1,5
1692102,2020,Virginia,Portsmouth,0,5
1691221,2020,Kentucky,Louisville,0,7
1690922,2020,Tennessee,Memphis,0,4
1691440,2020,Pennsylvania,Philadelphia,1,3
1690369,2020,Massachusetts,Boston,1,4
1690524,2020,Ohio,Cleveland,1,3
1690439,2020,California,San Jose,0,5
1689419,2020,Pennsylvania,Philadelphia,0,4
1688610,2020,Mississippi,Vicksburg,0,4
1689252,2020,Pennsylvania,Philadelphia,0,4
1688917,2020,Illinois,Chicago,2,2
1689555,2020,California,Los Angeles,0,5
1688753,2020,South Carolina,Bowman,3,5
1687999,2020,Louisiana,Lake Charles,0,5
1687219,2020,Missouri,Saint Louis,0,4
1687037,2020,South Carolina,Myrtle Beach,0,4
1687414,2020,Alabama,Danville,3,1
1686222,2020,Texas,Houston,0,4
1686615,2020,Illinois,Rock Island,1,4
1687027,2020,South Carolina,Jonesville,2,5
1687108,2020,North Carolina,Charlotte,0,6
1687097,2020,Michigan,Flint,1,3
1686414,2020,Florida,Fort Lauderdale (Lauderhill),0,5
1686747,2020,Florida,Daytona Beach,0,6
1686685,2020,Illinois,Chicago,1,3
1687381,2020,Mississippi,Jackson,1,3
1686015,2020,Ohio,Cleveland,1,3
1683810,2020,Texas,Houston,1,3
1683653,2020,Illinois,Decatur,0,5
1682322,2020,California,Bakersfield,0,5
1681602,2020,South Carolina,Charleston,0,4
1682233,2020,South Carolina,Saint Matthews,3,1
1681588,2020,Louisiana,Bogalusa,0,13
1686369,2020,Florida,Gainesville,0,5
1850080,2020,Pennsylvania,Philadelphia,0,4
1680027,2020,New Mexico,Albuquerque,0,5
1679086,2020,Illinois,Rockford,1,4
1678589,2020,Kentucky,Garrison,1,4
1679356,2020,Tennessee,Memphis,0,4
1677566,2020,Alabama,Montgomery,0,4
1676515,2020,Louisiana,Baton Rouge,0,5
1676579,2020,Texas,Fort Worth,0,5
1676746,2020,Texas,Katy,0,5
1676121,2020,Missouri,Saint Louis,0,4
1674802,2020,Maryland,Baltimore,0,4
1673989,2020,Texas,Houston,3,1
1674299,2020,Tennessee,Memphis,2,2
1673633,2020,Georgia,Albany,1,3
1671289,2020,Ohio,Columbus,0,4
1671624,2020,Florida,Jacksonville,1,3
1671078,2020,Illinois,Chicago,0,5
1670970,2020,Pennsylvania,Philadelphia,0,4
1668470,2020,Indiana,Indianapolis,0,4
1666945,2020,Wisconsin,Milwaukee,5,0
1666461,2020,New York,Troy,0,4
1666600,2020,North Carolina,Salisbury,1,4
1666327,2020,Florida,Orlando,1,4
1665834,2020,Tennessee,Memphis,0,7
1664933,2020,Texas,Houston,3,1
1665735,2020,Indiana,Fort Wayne,0,4
1661537,2020,Maryland,Hyattsville,2,2
1660797,2020,North Carolina,Greensboro,1,3
1661218,2020,Massachusetts,Springfield,1,4
1659862,2020,Pennsylvania,Philadelphia,0,4
1659966,2020,Mississippi,Jackson,1,3
1656873,2020,California,Bakersfield,0,6
1656265,2020,Michigan,Muskegon,0,4
1654971,2020,South Carolina,Greenwood,1,3
1655674,2020,Michigan,Detroit,0,4
1656373,2020,Alaska,Anchorage,0,4
1654341,2020,Illinois,Chicago,1,3
1652642,2020,New York,Brooklyn,0,4
1652734,2020,California,Los Angeles,1,3
1653012,2020,South Carolina,Lancaster,1,4
1652073,2020,Texas,Lubbock,2,2
1652601,2020,Texas,Vidor,0,4
1652328,2020,Florida,Hialeah,0,4
1651742,2020,Kentucky,Louisville,0,4
1649473,2020,Georgia,Macon,3,1
1648832,2020,Pennsylvania,Philadelphia,0,5
1648205,2020,Georgia,Atlanta,0,4
1647661,2020,Maryland,Baltimore,1,3
1644111,2020,Texas,San Antonio,0,4
1643775,2020,South Carolina,Hanahan,0,4
1643157,2020,Virginia,Norfolk,0,4
1642826,2020,Missouri,Saint Louis,0,4
1641923,2020,Florida,Jacksonville,1,4
1641216,2020,Maryland,Baltimore,0,7
1640295,2020,North Carolina,Moncure,6,0
1640317,2020,Missouri,Springfield,4,2
1640007,2020,Michigan,Saginaw,2,2
1639542,2020,New Mexico,Albuquerque,1,3
1639413,2020,Illinois,Rockford,0,4
1640278,2020,Louisiana,New Orleans (Algiers),0,5
1637520,2020,Pennsylvania,Chester,2,2
1636471,2020,Illinois,South Holland,0,4
1635796,2020,Maryland,Rosedale,1,5
1636564,2020,California,Ceres,1,3
1635750,2020,Ohio,Cleveland,1,18
1635411,2020,Illinois,Chicago,0,7
1635118,2020,District of Columbia,Washington,0,6
1634128,2020,California,Tulare,1,5
1631040,2020,Missouri,Kansas City,1,4
1631831,2020,Colorado,Brighton,0,5
1629488,2020,Wisconsin,Milwaukee,5,0
1629042,2020,Illinois,Chicago,1,4
1627335,2020,North Carolina,Clarkton,3,1
1627713,2020,Texas,Houston,0,7
1625553,2020,Idaho,Caldwell,1,3
1625787,2020,North Carolina,Greensboro,0,4
1623696,2020,Mississippi,Port Gibson,2,2
1622406,2020,Connecticut,Hartford,1,4
1622962,2020,Florida,Pensacola,1,4
1622340,2020,Louisiana,New Orleans,0,4
1622233,2020,Tennessee,Memphis,0,7
1621821,2020,Illinois,Chicago,0,6
1619064,2020,Delaware,Dover,1,4
1616964,2020,Texas,Houston,1,3
1615155,2020,Indiana,Indianapolis,4,0
1613020,2020,Maine,Machias,3,1
1612716,2020,California,Lebec,1,5
1612597,2020,Mississippi,Philadelphia,0,4
1611037,2020,Florida,Boynton Beach,1,3
1611563,2020,California,Delano,1,4
1610782,2020,Louisiana,Shreveport,0,4
1610240,2020,California,Merced,0,4
1606554,2020,Connecticut,Bridgeport,0,4
1605948,2020,Missouri,Cape Girardeau,0,5
1605798,2020,New York,Newburgh,3,1
1605770,2020,North Carolina,Salisbury,0,6
1605752,2020,South Carolina,Hartsville,3,3
1606476,2020,North Carolina,Vanceboro,4,0
1603241,2020,Washington,Seattle,1,6
1600522,2020,Texas,San Antonio,2,5
1600787,2020,Missouri,Kansas City,1,15
1600221,2020,Tennessee,Memphis,1,4
1600350,2020,Texas,South Houston,2,2
1599331,2020,Utah,Grantsville,4,1
1598447,2020,Illinois,Chicago,0,5
1594173,2020,Colorado,Aurora,0,5
1592655,2020,Mississippi,Bay Saint Louis,2,2
1588919,2020,Georgia,Atlanta,0,4
1588308,2020,Florida,Ocala,1,3
1586839,2020,New York,Brooklyn,0,4
1585746,2020,Ohio,Cleveland,0,4
1585394,2020,West Virginia,Huntington,0,7
1585894,2020,Missouri,Saint Louis,3,2
2201535,2021,Maryland,Capitol Heights,0,4
2201716,2021,Mississippi,Gulfport,4,3
2201216,2021,California,Los Angeles,0,6
2200968,2021,Pennsylvania,Philadelphia,0,6
2201052,2021,Missouri,Kirksville,3,1
2198521,2021,Colorado,Denver,5,2
2200720,2021,Alabama,Mobile,1,3
2198014,2021,Ohio,Youngstown,1,3
2197178,2021,Virginia,Clear Brook,0,4
2197391,2021,Texas,Garland,3,1
2198071,2021,New York,Buffalo,0,4
2197421,2021,Mississippi,Fayette,1,6
2197328,2021,Pennsylvania,Philadelphia,0,4
2196827,2021,Louisiana,Lafayette,0,4
2196434,2021,Georgia,Roswell,1,3
2196267,2021,Pennsylvania,Pittsburgh,0,5
2196839,2021,New York,Brooklyn,0,4
2193049,2021,Illinois,Lovejoy (Brooklyn),1,3
2191752,2021,Maryland,Baltimore,1,3
2192046,2021,Maryland,Baltimore,1,4
2191683,2021,Virginia,Portsmouth,0,4
2188999,2021,California,Fresno,0,4
2188843,2021,Pennsylvania,Philadelphia,0,4
2188260,2021,North Carolina,Durham,2,4
2187939,2021,Mississippi,Bolton,0,6
2190367,2021,Florida,Tampa,0,5
2187990,2021,Texas,Baytown,1,13
2188066,2021,Virginia,Woodbridge,0,4
2187027,2021,Illinois,River Grove,1,3
2186517,2021,Michigan,Lansing,1,3
2187077,2021,Florida,Orlando,0,5
2186696,2021,North Carolina,Charlotte,0,5
2186858,2021,Maryland,Capitol Heights,0,4
2186246,2021,Wisconsin,Beloit,1,5
2183667,2021,Pennsylvania,Philadelphia,0,4
2182789,2021,Michigan,Detroit,2,2
2183120,2021,Texas,El Paso,1,3
2181840,2021,Tennessee,Memphis,2,2
2181096,2021,North Carolina,Elizabeth City,3,3
2179099,2021,Georgia,Rex,3,2
2178487,2021,Michigan,Oxford,4,7
2177268,2021,Pennsylvania,Philadelphia,0,4
2176922,2021,Maryland,Baltimore,0,7
2177300,2021,Illinois,Evanston,1,4
2177416,2021,California,Lancaster,5,0
2176653,2021,Colorado,Aurora,0,5
2176667,2021,New Jersey,Newark,1,3
2176058,2021,Tennessee,Nashville,2,4
2175329,2021,Texas,San Antonio,3,1
2175615,2021,South Carolina,Green Sea,0,4
2173531,2021,Florida,Lehigh Acres,0,4
2174033,2021,Texas,Marshall,1,3
2174685,2021,North Carolina,Warsaw,2,2
2172178,2021,New Jersey,Passaic,0,5
2172657,2021,Louisiana,Baton Rouge,1,4
2171568,2021,California,Fresno,2,2
2172018,2021,Illinois,Berwyn,0,4
2170438,2021,Maryland,Cambridge,1,3
2169719,2021,Illinois,East Saint Louis,1,3
2170140,2021,New York,Newburgh,0,4
2169494,2021,New York,Bronx,1,3
2168989,2021,Illinois,Chicago,0,4
2167778,2021,New York,New York (Manhattan),0,4
2167297,2021,Colorado,Aurora,0,6
2166673,2021,Pennsylvania,Philadelphia,0,6
2166768,2021,Missouri,Columbia,0,5
2166953,2021,Oregon,Chiloquin,2,2
2166817,2021,Alabama,Troy,1,5
2166055,2021,North Carolina,Winston Salem (Winston-salem),0,4
2167889,2021,Louisiana,Houma,0,4
2165535,2021,Alabama,Birmingham,2,2
2165600,2021,Virginia,Richmond,2,2
2163306,2021,New York,Rochester,0,4
2163772,2021,Louisiana,Hahnville (Killona),1,4
2163617,2021,South Dakota,Scotland,3,2
2162196,2021,Texas,Victoria,3,1
2162269,2021,Pennsylvania,Philadelphia,0,4
2161323,2021,Wisconsin,Kenosha,1,3
2161116,2021,California,Oakley,2,2
2160608,2021,Texas,Marshall,0,6
2161078,2021,California,Highland,0,4
2160838,2021,California,Oakland,1,3
2158417,2021,Virginia,Norfolk,3,2
2158524,2021,Iowa,Des Moines,0,4
2157991,2021,Alabama,Mobile,0,4
2157206,2021,Texas,San Antonio,0,4
2156175,2021,Florida,Orlando,0,4
2155369,2021,Kentucky,Louisville,2,2
2155517,2021,Colorado,Littleton (Lakewood),2,2
2155428,2021,Illinois,Flossmoor,1,3
2155282,2021,Texas,Houston,1,3
2155329,2021,Illinois,Joliet,3,11
2156001,2021,Texas,Fort Worth,1,3
2154851,2021,California,Gilroy,2,2
2154422,2021,Illinois,Decatur,0,4
2154441,2021,Oklahoma,Oklahoma City,0,4
2154873,2021,California,Sacramento,2,5
2155172,2021,Florida,Saint Petersburg,1,4
2155001,2021,Texas,Texarkana,1,9
2154283,2021,New York,Poughkeepsie,0,5
2155826,2021,Michigan,Kalamazoo,0,4
2153285,2021,Nevada,Las Vegas,0,4
2153779,2021,Tennessee,Nashville,1,3
2150274,2021,Idaho,Boise,2,3
2154085,2021,California,Gonzales,2,2
2150037,2021,Mississippi,Crenshaw,2,3
2148921,2021,South Carolina,Florence,0,6
2148891,2021,California,Ontario,1,4
2148633,2021,Georgia,Fort Valley,1,7
2148282,2021,Illinois,Chicago,0,5
2148946,2021,Washington,Renton,0,4
2148401,2021,Maryland,Baltimore,0,7
2147114,2021,New York,Brooklyn,0,4
2147301,2021,Washington,Tacoma,4,0
2147042,2021,Michigan,Farwell,4,0
2145931,2021,Wisconsin,Kenosha,2,2
2143277,2021,Louisiana,Grambling,1,7
2143113,2021,Missouri,Saint Louis,1,3
2143765,2021,Texas,Houston,0,7
2143889,2021,Colorado,Colorado Springs,0,5
2144160,2021,Wisconsin,Racine,0,6
2143479,2021,Arkansas,Pine Bluff,1,8
2143499,2021,Arkansas,Pine Bluff,1,3
2143605,2021,Mississippi,Jackson,3,3
2142402,2021,Texas,Killeen,1,3
2142296,2021,Alabama,Mobile,0,5
2142092,2021,Minnesota,Minneapolis,1,4
2155043,2021,Mississippi,Mccomb,0,6
2139048,2021,Florida,Naples,1,3
2139674,2021,Mississippi,Meridian,3,1
2139198,2021,Georgia,Atlanta,0,6
2137179,2021,Illinois,Chicago,0,4
2137321,2021,South Carolina,Mc Coll (Mccoll),2,3
2137561,2021,Iowa,Sioux City,0,4
2137198,2021,Minnesota,Saint Paul,1,12
2137555,2021,Delaware,Dover,1,4
2136907,2021,Louisiana,Livingston,2,3
2137291,2021,Texas,Dallas,0,4
2137575,2021,New York,Albany,1,6
2137464,2021,Colorado,Denver,1,3
2136230,2021,Maryland,Baltimore,0,4
2136270,2021,District of Columbia,Washington,1,3
2135536,2021,Alabama,Montgomery,1,3
2135508,2021,Wisconsin,Milwaukee,3,1
2134657,2021,Illinois,Chicago,0,4
2135498,2021,Wisconsin,Milwaukee,0,5
2135666,2021,Louisiana,New Orleans,1,4
2134217,2021,Maryland,Baltimore,1,5
2134359,2021,Louisiana,New Orleans,2,2
2136132,2021,Ohio,Cleveland,0,4
2135659,2021,Ohio,Cleveland,0,4
2133962,2021,Illinois,Rockford,1,3
2133137,2021,Minnesota,Saint Paul,0,4
2132656,2021,Minnesota,Minneapolis,0,4
2131471,2021,South Carolina,Bishopville,1,4
2131406,2021,Texas,San Antonio,1,3
2130634,2021,Colorado,Aurora,1,3
2130763,2021,Iowa,Cedar Rapids,0,6
2130370,2021,District of Columbia,Washington,1,5
2128682,2021,Illinois,Chicago,0,4
2128023,2021,Minnesota,Minneapolis,1,3
2127374,2021,Illinois,Chicago,1,3
2126747,2021,New York,New York (Manhattan),0,4
2126450,2021,Illinois,Chicago,1,3
2125790,2021,Illinois,Chicago,0,6
2125953,2021,California,Oakland,0,4
2126261,2021,Washington,Seattle (Des Moines),3,3
2125613,2021,New York,Utica,0,4
2125444,2021,Tennessee,Athens,4,1
2126241,2021,Tennessee,Chattanooga,2,5
2125227,2021,California,Riverside,0,6
2124396,2021,South Carolina,Aiken,3,1
2124887,2021,California,Los Angeles,0,4
2123395,2021,Tennessee,Collierville,1,14
2123301,2021,Pennsylvania,Philadelphia,0,4
2122565,2021,North Carolina,Fayetteville,2,2
2121381,2021,District of Columbia,Washington,0,5
2120940,2021,Pennsylvania,Philadelphia,1,5
2121031,2021,Missouri,Saint Louis,1,3
2119583,2021,New York,Rochester,2,2
2119701,2021,Florida,Miami,0,4
2119736,2021,California,Oakland,1,3
2119745,2021,Texas,Dallas,2,4
2119609,2021,Illinois,Chicago,0,5
2119950,2021,South Carolina,Yemassee,1,7
2119470,2021,New York,Bronx,1,3
2119101,2021,Illinois,Danville,2,2
2119478,2021,Louisiana,Opelousas,0,5
2118451,2021,Georgia,Augusta,0,4
2116343,2021,Maryland,Baltimore,0,4
2116205,2021,Ohio,Cleveland,0,6
2115522,2021,Wisconsin,Milwaukee,0,5
2115947,2021,Minnesota,Saint Paul,4,0
2114626,2021,Texas,Temple,0,4
2122103,2021,Illinois,Blue Island,2,2
2114481,2021,Michigan,Detroit,2,4
2114510,2021,Alabama,Dothan,0,5
2114583,2021,New York,Utica,1,3
2113623,2021,Illinois,Chicago,1,3
2113841,2021,Illinois,Chicago,2,4
2113769,2021,New Jersey,Paterson,0,4
2112450,2021,Florida,Orlando,0,4
2111858,2021,Illinois,East Saint Louis,0,7
2112252,2021,Alabama,Montgomery,1,3
2111895,2021,Missouri,Saint Louis,0,4
2110346,2021,Delaware,Wilmington,0,4
2110077,2021,Kansas,Wichita,1,5
2109075,2021,Georgia,Atlanta,0,5
2108892,2021,Missouri,Independence,0,4
2108560,2021,New York,Bronx,0,4
2108414,2021,Texas,Houston,4,0
2108378,2021,Georgia,Athens,0,6
2115336,2021,Missouri,Wyatt,0,4
2108302,2021,Florida,Lakeland,4,1
2109384,2021,Ohio,Cincinnati,0,4
2107828,2021,Louisiana,Monroe,1,3
2107916,2021,Alabama,Birmingham,2,2
2108406,2021,Georgia,Warner Robins,1,4
2107875,2021,Pennsylvania,Pittsburgh,0,4
2107476,2021,Illinois,Chicago,0,5
2107930,2021,District of Columbia,Washington,3,3
2107621,2021,Texas,Austin,1,3
2107168,2021,New York,Syracuse,0,4
2107467,2021,Louisiana,New Iberia,1,3
2107198,2021,New York,Niagara Falls,0,4
2104725,2021,North Carolina,Elm City,2,2
2104181,2021,Illinois,Normal,2,3
2103256,2021,Tennessee,Nashville,0,5
2102991,2021,Nevada,Las Vegas,1,3
2103311,2021,Wisconsin,Milwaukee,0,4
2103132,2021,New York,Albany,0,5
2103035,2021,California,San Diego,0,4
2102694,2021,Illinois,Chicago,0,4
2102082,2021,Pennsylvania,Sharon Hill,1,4
2101199,2021,California,Los Angeles,0,4
2101774,2021,West Virginia,Huntington,2,2
2100578,2021,Minnesota,Minneapolis,0,7
2100397,2021,Washington,Kennewick,3,1
